"partida_id","rodata","clube","atleta","minuto","tipo_de_gol"
"8016","38","Avai","Marcio Antonio de Sousa Junior","45+5",""
"8016","38","Avai","Felipe Florencio da Silva","79",""
"8016","38","Flamengo","Wellington Ferreira Nascimento","42","Gol Contra"
"8017","38","Athletico-PR","Vitor Roque","62",""
"8017","38","Athletico-PR","Erick Luis Conrado Carvalho","90+4",""
"8017","38","Athletico-PR","Adryelson","52","Gol Contra"
"8018","38","Ceara","Cléber","23",""
"8018","38","Ceara","Vitor Mendes","45+2","Gol Contra"
"8018","38","Ceara","Erick","89","Penalty"
"8018","38","Ceara","Fernando Sobral","70",""
"8018","38","Juventude","Guilherme Parede","52",""
"8019","38","Atletico-GO","Dudu","17",""
"8019","38","America-MG","Henrique Almeida","45+8",""
"8020","38","Fortaleza","Thiago Galhardo","66",""
"8020","38","Fortaleza","Moisés Vieira da Veiga","80",""
"8021","38","Cuiaba","Jonathan Cafú","44",""
"8021","38","Coritiba","Léo Gamalho","76",""
"8021","38","Cuiaba","Alan Empereur","37",""
"8022","38","Fluminense","Germán Cano","31",""
"8023","38","Atletico-MG","Eduardo Vargas","45","Penalty"
"8024","38","Internacional","Alexandre Alemão","39",""
"8024","38","Internacional","Braian Romero","85",""
"8024","38","Internacional","Maurício","10",""
"8025","38","Sao Paulo","Marcos Guilherme","77",""
"8025","38","Sao Paulo","Juan Santos da Silva","90+1",""
"8025","38","Sao Paulo","Giuliano Galoppo","20",""
"8025","38","Sao Paulo","Luciano da Rocha Neves","71",""
"8026","1","Cuiaba","Raniele","45+7",""
"8026","1","Palmeiras","Endrick","5",""
"8026","1","Palmeiras","José Manuel Alberto López","65",""
"8027","1","Fluminense","Germán Cano","52",""
"8027","1","Fluminense","John Kennedy","60",""
"8027","1","Fluminense","Leanderson da Silva Genésio","72",""
"8029","1","Bragantino","Eduardo Sasha","70",""
"8029","1","Bahia","Everaldo Stum","45",""
"8029","1","Bragantino","Bruno Gonçalves","54",""
"8030","1","Athletico-PR","Pedro Henrique Ribeiro Gonçalves","36",""
"8030","1","Athletico-PR","Christian Roberto Alves Cardoso","57",""
"8031","1","Fortaleza","Moisés Vieira da Veiga","56",""
"8031","1","Internacional","Wanderson","54",""
"8028","1","Botafogo-RJ","Tiquinho Soares","4",""
"8028","1","Botafogo-RJ","Carlos Eduardo de Oliveira Alves","88",""
"8028","1","Sao Paulo","Jonathan Calleri","15",""
"8032","1","Vasco","Gabriel Pec","10",""
"8032","1","Atletico-MG","Mauricio Lemos","45+5",""
"8032","1","Vasco","Andrey Santos","5",""
"8034","1","Flamengo","Ayrton Lucas Dantas de Medeiros","12",""
"8034","1","Flamengo","Pedro","90+5",""
"8034","1","Flamengo","Gabriel Barbosa","56","Penalty"
"8033","1","Corinthians","Matheus Araújo","68",""
"8033","1","Corinthians","Róger Guedes","87",""
"8033","1","Cruzeiro","Oliveira","90+5",""
"8035","1","Gremio","João Pedro Maturano dos Santos","44",""
"8036","2","Fluminense","Nino","67",""
"8036","2","Fluminense","Lima","11",""
"8038","2","Cuiaba","Mateusinho","67",""
"8038","2","Bragantino","Thiago Borbas","86",""
"8037","2","Sao Paulo","Luciano da Rocha Neves","21",""
"8037","2","Sao Paulo","Jonathan Calleri","82",""
"8037","2","Sao Paulo","Marcos Paulo Costa do Nascimento","90+5",""
"8039","2","Cruzeiro","Bruno Rodrigues","64",""
"8040","2","Internacional","Maurício Magalhães Prado","90+8",""
"8040","2","Flamengo","Gerson Santos da Silva","63",""
"8040","2","Internacional","Maurício Magalhães Prado","67",""
"8042","2","Palmeiras","Rafael Navarro","45+1",""
"8042","2","Palmeiras","Artur Victor Guimarães","62",""
"8042","2","Vasco","Pedro Raul","29",""
"8042","2","Vasco","Gabriel Pec","40",""
"8043","2","Fortaleza","Yago Pikachu","90+1",""
"8043","2","Fortaleza","Silvio Romero","51",""
"8043","2","Fortaleza","Yago Pikachu","83",""
"8044","2","Corinthians","Róger Guedes","17",""
"8044","2","Goias","Matheus Peixoto","31",""
"8044","2","Goias","Lucas Halter","80",""
"8044","2","Goias","Apodi","90+4",""
"8045","2","Bahia","Vítor Jacaré","41",""
"8045","2","Botafogo-RJ","Júnior Santos","29",""
"8045","2","Botafogo-RJ","Danilo Neves","78",""
"8047","3","Coritiba","Bruno Gomes","12",""
"8047","3","Sao Paulo","Marcos Paulo Costa do Nascimento","81",""
"8046","3","Fortaleza","Thiago Galhardo","29",""
"8046","3","Fluminense","Alan Carvalho","45+2",""
"8046","3","Fortaleza","Moisés Vieira da Veiga","35",""
"8046","3","Fluminense","John Kennedy","69",""
"8046","3","Fortaleza","Moisés Vieira da Veiga","60",""
"8046","3","Fortaleza","Hércules","79",""
"8048","3","Palmeiras","Murilo Cerqueira","16",""
"8048","3","Palmeiras","Raphael Cavalcante Veiga","36",""
"8048","3","Corinthians","Joaquín Piquerez","76","Gol Contra"
"8049","3","Santos","Marcos Leonardo","69","Penalty"
"8049","3","America-MG","Alexandre Egea","7",""
"8049","3","America-MG","Everaldo","49",""
"8049","3","Santos","Stiven Mendoza","19",""
"8049","3","Santos","Eduardo","40",""
"8050","3","Cruzeiro","Bruno Rodrigues","87",""
"8050","3","Cruzeiro","Ramiro","1",""
"8050","3","Cruzeiro","Gilberto Oliveira Souza Junior","64",""
"8051","3","Atletico-MG","Hulk","10",""
"8051","3","Atletico-MG","Hulk","84",""
"8051","3","Athletico-PR","Vitor Roque","90+2",""
"8052","3","Flamengo","Léo Pereira","58",""
"8052","3","Botafogo-RJ","Tiquinho Soares","30","Penalty"
"8052","3","Flamengo","Léo Pereira","86",""
"8052","3","Botafogo-RJ","Tiquinho Soares","71",""
"8052","3","Botafogo-RJ","Danilo Barbosa da Silva","45+5",""
"8053","3","Cuiaba","Marllon Borges","29",""
"8053","3","Gremio","Vina","10",""
"8053","3","Gremio","Everton","68",""
"8054","3","Internacional","Carlos de Pena","52",""
"8055","3","Bahia","Thaciano","44",""
"8056","4","Cruzeiro","Wesley Ribeiro Silva","21",""
"8056","4","Cruzeiro","Wesley Ribeiro Silva","62",""
"8056","4","Santos","Ângelo Gabriel","57",""
"8057","4","Fluminense","Lima","55",""
"8057","4","Vasco","Pedro Raul","1",""
"8058","4","America-MG","Aloísio dos Santos Gonçalves","12",""
"8058","4","Cuiaba","Marlon","85","Gol Contra"
"8058","4","Cuiaba","Ronald","90+2",""
"8059","4","Bahia","Gabriel Teixeira","65",""
"8059","4","Bahia","David Duarte","68",""
"8059","4","Coritiba","Gabriel Boschilia","63",""
"8059","4","Bahia","Victor Luis","16","Gol Contra"
"8061","4","Athletico-PR","Vitor Roque","29",""
"8061","4","Flamengo","Gabriel Barbosa","15","Penalty"
"8061","4","Athletico-PR","Erick Luis Conrado Carvalho","80",""
"8060","4","Sao Paulo","Pablo Maia","70",""
"8060","4","Sao Paulo","Luciano da Rocha Neves","33",""
"8062","4","Gremio","Everton","62",""
"8062","4","Bragantino","Matheus Fernandes","9",""
"8062","4","Bragantino","Eduardo Sasha","53",""
"8062","4","Gremio","Franco Cristaldo","6","Penalty"
"8062","4","Gremio","Luis Alberto Suárez","56",""
"8062","4","Bragantino","Thiago Borbas","90+1",""
"8063","4","Botafogo-RJ","João Victor Santos Sá","30",""
"8063","4","Botafogo-RJ","Matheus Nascimento","60",""
"8064","4","Palmeiras","Endrick","83",""
"8064","4","Palmeiras","Sidimar Fernando Sigolini","48","Gol Contra"
"8064","4","Palmeiras","Eduardo Pereira Rodrigues","90",""
"8064","4","Palmeiras","Artur Victor Guimarães","10",""
"8064","4","Palmeiras","Raphael Cavalcante Veiga","78",""
"8065","4","Corinthians","Yuri Alberto","88",""
"8065","4","Fortaleza","Caio Alexandre","79",""
"8067","5","Santos","Ângelo Gabriel","51",""
"8067","5","Santos","Deivid Washington","4",""
"8067","5","Santos","Stiven Mendoza","14",""
"8066","5","Athletico-PR","Christian Roberto Alves Cardoso","79",""
"8066","5","Athletico-PR","Willian Gomes de Siqueira","90+6",""
"8068","5","America-MG","Aloísio dos Santos Gonçalves","15","Penalty"
"8068","5","America-MG","Aloísio dos Santos Gonçalves","78","Penalty"
"8068","5","Bragantino","Hélio Junio Nunes de Castro","33",""
"8068","5","Bragantino","Hélio Junio Nunes de Castro","44",""
"8069","5","Atletico-MG","Cristian Pavón","72",""
"8069","5","Atletico-MG","Paulinho","87",""
"8069","5","Atletico-MG","Hulk","51","Penalty"
"8069","5","Atletico-MG","Hyoran","13",""
"8070","5","Flamengo","Éverton Ribeiro","49",""
"8070","5","Flamengo","Pedro","8","Penalty"
"8071","5","Fluminense","Germán Cano","54",""
"8071","5","Fluminense","Paulo Henrique Ganso","44",""
"8072","5","Palmeiras","Raphael Cavalcante Veiga","56","Penalty"
"8072","5","Gremio","João Paulo Bitello","45+2",""
"8072","5","Palmeiras","Raphael Cavalcante Veiga","24",""
"8072","5","Palmeiras","Mayke","68",""
"8072","5","Palmeiras","Luan Garcia Teixeira","73",""
"8073","5","Coritiba","Zé Roberto","45+4",""
"8073","5","Vasco","Erick Marcus","80",""
"8074","5","Botafogo-RJ","Carlos Eduardo de Oliveira Alves","81",""
"8074","5","Botafogo-RJ","Tiquinho Soares","65","Penalty"
"8074","5","Botafogo-RJ","Tiquinho Soares","12",""
"8076","6","Flamengo","David Luiz","45+4",""
"8076","6","Bahia","Gabriel Teixeira","35",""
"8076","6","Flamengo","Gabriel Barbosa","29","Penalty"
"8076","6","Bahia","Ademir","51",""
"8076","6","Flamengo","Matheus França","23",""
"8077","6","Fluminense","Nino","6",""
"8077","6","Fluminense","Paulo Henrique Ganso","56",""
"8078","6","Bragantino","Juninho Capixaba","71",""
"8078","6","Palmeiras","Artur Victor Guimarães","65",""
"8079","6","Atletico-MG","Eduardo Vargas","3",""
"8079","6","Atletico-MG","Paulinho","90+5",""
"8081","6","Santos","Deivid Washington","29",""
"8082","6","Sao Paulo","Michel Araújo","15",""
"8082","6","Corinthians","Róger Guedes","45+5","Penalty"
"8083","6","Coritiba","Marcelino Moreno","20",""
"8083","6","Athletico-PR","Pablo Felipe Teixeira","49",""
"8083","6","Coritiba","Robson Fernandes","66",""
"8083","6","Athletico-PR","Willian Gomes de Siqueira","90+1",""
"8083","6","Athletico-PR","Agustín Canobbio","90+7",""
"8085","6","Cruzeiro","Henrique Dourado","33",""
"8085","6","Cruzeiro","Marlon Rodrigues Xavier","70",""
"8085","6","Cruzeiro","Gilberto Oliveira Souza Junior","84",""
"8085","6","Cruzeiro","Gilberto Oliveira Souza Junior","90+1",""
"8084","6","Botafogo-RJ","Tiquinho Soares","33","Penalty"
"8084","6","Goias","Bruno Melo","45+5",""
"8084","6","Goias","Magno Jose da Silva","57",""
"8086","7","Bahia","Everaldo Stum","25",""
"8086","7","Goias","Bruno Melo","31",""
"8087","7","Bragantino","Eduardo Sasha","16",""
"8087","7","Bragantino","Thiago Borbas","86",""
"8088","7","Sao Paulo","Jonathan Calleri","24",""
"8088","7","Vasco","Cauan Barros","45",""
"8088","7","Sao Paulo","Rodrigo Nestor","42",""
"8088","7","Vasco","Matías Galarza","83",""
"8088","7","Sao Paulo","Lucas Beraldo","89",""
"8088","7","Sao Paulo","Juan Santos da Silva","90+2",""
"8090","7","America-MG","Felipe Azevedo","33",""
"8090","7","Fortaleza","Tomás Pochettino","26",""
"8090","7","America-MG","Breno","2",""
"8091","7","Botafogo-RJ","Víctor Cuesta","74",""
"8089","7","Coritiba","Robson Fernandes","13","Penalty"
"8089","7","Atletico-MG","Hulk","90+1","Penalty"
"8089","7","Atletico-MG","Hyoran","37",""
"8093","7","Flamengo","Léo Pereira","90+4",""
"8094","7","Gremio","Luis Alberto Suárez","7",""
"8094","7","Gremio","Mathías Villasanti","31",""
"8094","7","Gremio","João Paulo Bitello","65",""
"8094","7","Internacional","Johnny Cardoso","87",""
"8095","7","Cuiaba","Deyverson","37",""
"8096","8","Athletico-PR","Vitor Roque","34",""
"8096","8","Gremio","Cuiabano","31",""
"8096","8","Gremio","Bruno Uvini","49",""
"8097","8","Fortaleza","Thiago Galhardo","87",""
"8097","8","Fortaleza","Silvio Romero","90+4",""
"8098","8","Flamengo","Ayrton Lucas Dantas de Medeiros","33",""
"8098","8","Cruzeiro","Marlon Rodrigues Xavier","5",""
"8099","8","Cuiaba","Fernando Sobral","3",""
"8099","8","Coritiba","Robson Fernandes","49",""
"8100","8","Goias","Magno Jose da Silva","29",""
"8100","8","Sao Paulo","Pablo Maia","57",""
"8100","8","Sao Paulo","David Corrêa da Fonseca","90+1",""
"8102","8","Internacional","Wanderson","90+9",""
"8102","8","Internacional","Johnny Cardoso","49",""
"8101","8","Corinthians","Róger Guedes","59",""
"8101","8","Corinthians","Róger Guedes","90+2",""
"8104","8","Bragantino","Juninho Capixaba","75",""
"8104","8","Bragantino","Vitor Hugo Naum dos Santos","31",""
"8103","8","Atletico-MG","Cristian Pavón","45",""
"8103","8","Palmeiras","Eduardo Pereira Rodrigues","52",""
"8105","8","Botafogo-RJ","Júnior Santos","3",""
"8105","8","Botafogo-RJ","Luis Henrique","60",""
"8107","9","Athletico-PR","Alex Paulo Menezes Santana","42",""
"8108","9","Atletico-MG","Hulk","27",""
"8109","9","America-MG","Renato Marques","87",""
"8109","9","America-MG","Danilo Avelar","74","Penalty"
"8110","9","Santos","Lucas Rafael Araújo Lima","12",""
"8110","9","Internacional","Luiz Adriano","3",""
"8111","9","Fluminense","Paulo Henrique Ganso","27",""
"8111","9","Fluminense","Felipe Melo","34",""
"8111","9","Bragantino","Thiago Borbas","54",""
"8112","9","Gremio","Franco Cristaldo","31","Penalty"
"8112","9","Sao Paulo","Jonathan Calleri","15",""
"8112","9","Gremio","Reinaldo Manoel da Silva","39",""
"8113","9","Cuiaba","Deyverson","54",""
"8114","9","Palmeiras","Rony","73",""
"8114","9","Coritiba","Alef Manga","83",""
"8114","9","Palmeiras","Artur Victor Guimarães","30",""
"8114","9","Palmeiras","Rony","34",""
"8115","9","Flamengo","Pedro","42",""
"8115","9","Vasco","Jair Rodrigues Júnior","58","Penalty"
"8115","9","Flamengo","Ayrton Lucas Dantas de Medeiros","45+2",""
"8115","9","Flamengo","Erick Pulgar","14",""
"8115","9","Flamengo","Gerson Santos da Silva","16",""
"8119","10","Atletico-MG","Paulinho","17",""
"8119","10","Bragantino","Eduardo Sasha","35",""
"8117","10","Cruzeiro","Bruno Rodrigues","30",""
"8117","10","Cruzeiro","Wesley Ribeiro Silva","45+1",""
"8117","10","Bahia","Kayky","18",""
"8117","10","Bahia","Arthur Sales","66",""
"8118","10","Corinthians","Ruan Oliveira","81",""
"8118","10","Cuiaba","Deyverson","55",""
"8120","10","Botafogo-RJ","Tiquinho Soares","45+3",""
"8120","10","Botafogo-RJ","Tiquinho Soares","63",""
"8121","10","America-MG","Wellington Paulista","76",""
"8121","10","America-MG","Danilo Avelar","90+6",""
"8121","10","Athletico-PR","Vitor Roque","9",""
"8121","10","Athletico-PR","Christian Roberto Alves Cardoso","48",""
"8122","10","Palmeiras","Gabriel Menino","11",""
"8122","10","Palmeiras","Endrick","78",""
"8123","10","Vasco","Rayan","29",""
"8123","10","Internacional","Rômulo Zwarg","3",""
"8123","10","Internacional","Wanderson","16",""
"8124","10","Flamengo","Everton Cebolinha","24",""
"8124","10","Flamengo","Pedro","65",""
"8124","10","Flamengo","Bruno Henrique","90+7",""
"8125","10","Goias","Alesson","85",""
"8125","10","Fluminense","Germán Cano","2",""
"8125","10","Goias","Matheus Peixoto","45","Penalty"
"8125","10","Fluminense","Lima","47",""
"8126","11","Fortaleza","Juan Martín Lucero","80",""
"8127","11","Sao Paulo","Gabriel Neves","19",""
"8127","11","Sao Paulo","Luciano da Rocha Neves","47",""
"8127","11","Athletico-PR","Vitor Roque","11",""
"8128","11","Corinthians","Ruan Oliveira","28",""
"8128","11","Corinthians","Yuri Alberto","19",""
"8129","11","Fluminense","Samuel Xavier","45+1",""
"8129","11","Atletico-MG","Guga","35","Gol Contra"
"8130","11","Bahia","Thaciano","90+3",""
"8131","11","Gremio","Luis Alberto Suárez","69",""
"8131","11","America-MG","Danilo Avelar","25",""
"8131","11","Gremio","Matheus Cavichioli","40","Gol Contra"
"8131","11","Gremio","Mathías Villasanti","61",""
"8133","11","Botafogo-RJ","Tiquinho Soares","60","Penalty"
"8134","11","Goias","Everton Morelli","73",""
"8132","11","Internacional","Pedro Henrique Konzen","66","Penalty"
"8135","11","Bragantino","Henry Mosquera","49",""
"8135","11","Bragantino","Henry Mosquera","81",""
"8135","11","Bragantino","Alerrandro Barra Mansa Realino de Souza","76",""
"8135","11","Bragantino","Eduardo Santos","40",""
"8136","12","Athletico-PR","Vitor Roque","36",""
"8137","12","Fluminense","Leanderson da Silva Genésio","49",""
"8137","12","Fluminense","Gabriel Pirani","51",""
"8137","12","Bahia","Vinicius Mingotti","28",""
"8138","12","Fortaleza","Tinga","62",""
"8138","12","Atletico-MG","Alan Kardec","87",""
"8138","12","Fortaleza","Tomás Pochettino","54",""
"8139","12","Cruzeiro","Rafinha","3","Gol Contra"
"8140","12","Botafogo-RJ","Tiquinho Soares","28",""
"8141","12","Gremio","João Paulo Bitello","54",""
"8141","12","Gremio","Franco Cristaldo","34","Penalty"
"8141","12","Gremio","Luis Alberto Suárez","66",""
"8141","12","Gremio","André Henrique","84",""
"8141","12","Gremio","Mathías Villasanti","48",""
"8141","12","Coritiba","Alef Manga","41",""
"8144","12","Bragantino","Eduardo Sasha","7",""
"8144","12","Bragantino","Marcos Vinicios","45+2",""
"8142","12","America-MG","Juninho","19",""
"8142","12","Internacional","Jean Dias","63",""
"8142","12","Internacional","Alexandre Alemão","85",""
"8143","12","Santos","Rodrigo Fernández","52",""
"8143","12","Flamengo","Everton Cebolinha","22",""
"8143","12","Flamengo","Éverton Ribeiro","50",""
"8143","12","Santos","Stiven Mendoza","40",""
"8143","12","Flamengo","Erick Pulgar","57",""
"8145","12","Vasco","Jair Rodrigues Júnior","77","Penalty"
"8146","13","Sao Paulo","Luciano da Rocha Neves","87",""
"8147","13","Flamengo","Giorgian De Arrascaeta","64",""
"8147","13","Flamengo","Gabriel Barbosa","14",""
"8148","13","Bahia","Kayky","20",""
"8148","13","Gremio","Franco Cristaldo","9",""
"8148","13","Gremio","Gustavo Martins","90+5",""
"8150","13","Bragantino","Eduardo Sasha","17",""
"8151","13","Botafogo-RJ","Luis Henrique","54",""
"8151","13","Botafogo-RJ","Carlos Alberto","90+5",""
"8152","13","Atletico-MG","Hulk","28",""
"8152","13","America-MG","Gonzalo Mastriani","58",""
"8152","13","America-MG","Gonzalo Mastriani","72",""
"8152","13","Atletico-MG","Matías Zaracho","2",""
"8153","13","Palmeiras","Endrick","22",""
"8153","13","Palmeiras","Gabriel Menino","57",""
"8153","13","Athletico-PR","Vitor Bueno","67","Penalty"
"8153","13","Athletico-PR","Vitor Roque","73",""
"8154","13","Cuiaba","Rikelme","86",""
"8154","13","Cuiaba","Deyverson","53",""
"8154","13","Cuiaba","Denilson","75",""
"8155","13","Goias","Dodô","69",""
"8155","13","Coritiba","Alef Manga","26",""
"8155","13","Coritiba","Benjamín Kuscevic","43",""
"8156","14","Cuiaba","Deyverson","18","Penalty"
"8156","14","Bahia","Alan Empereur","51","Gol Contra"
"8157","14","Cruzeiro","Machado","45+4",""
"8158","14","Corinthians","Róger Guedes","40",""
"8159","14","America-MG","Juninho","8",""
"8159","14","Coritiba","Alef Manga","40","Penalty"
"8159","14","Coritiba","Robson Fernandes","44",""
"8159","14","Coritiba","Victor Luis","90+6",""
"8160","14","Palmeiras","Eduardo Pereira Rodrigues","24",""
"8160","14","Flamengo","Giorgian De Arrascaeta","81",""
"8161","14","Santos","Marcos Leonardo","30",""
"8161","14","Santos","Stiven Mendoza","45+1",""
"8161","14","Santos","Stiven Mendoza","90+4","Penalty"
"8161","14","Goias","Guilherme","61",""
"8161","14","Goias","Guilherme","40","Penalty"
"8161","14","Santos","Marcos Leonardo","16",""
"8161","14","Goias","João Magno","81",""
"8162","14","Fluminense","Germán Cano","25",""
"8162","14","Fluminense","Martinelli","40",""
"8164","14","Fortaleza","Yago Pikachu","84",""
"8165","14","Botafogo-RJ","Carlos Alberto","88",""
"8165","14","Botafogo-RJ","Carlos Eduardo de Oliveira Alves","75",""
"8166","15","Botafogo-RJ","Carlos Eduardo de Oliveira Alves","48",""
"8166","15","Botafogo-RJ","Leonel Di Plácido","60",""
"8168","15","Cuiaba","Deyverson","19",""
"8170","15","Sao Paulo","Jonathan Calleri","22","Penalty"
"8170","15","Sao Paulo","Jonathan Calleri","45+1",""
"8170","15","Santos","Marcos Leonardo","90+3","Penalty"
"8170","15","Sao Paulo","David Corrêa da Fonseca","79",""
"8170","15","Sao Paulo","Alexandre Pato","88",""
"8171","15","Athletico-PR","Erick Luis Conrado Carvalho","35",""
"8171","15","Athletico-PR","Vitor Roque","24",""
"8176","16","Palmeiras","Richard Ríos","8",""
"8176","16","Palmeiras","Raphael Cavalcante Veiga","76",""
"8176","16","Fortaleza","Juan Martín Lucero","45","Penalty"
"8176","16","Palmeiras","Breno Lopes","90+6",""
"8177","16","Flamengo","Victor Hugo","90+5",""
"8177","16","America-MG","Felipe Azevedo","84",""
"8178","16","Cuiaba","Clayson","66","Penalty"
"8178","16","Cuiaba","Isidro Pitta","78",""
"8178","16","Sao Paulo","Nathan","90+9",""
"8180","16","Gremio","Ronald Falkoski","11",""
"8183","16","Goias","João Magno","28",""
"8182","16","Botafogo-RJ","Adryelson","87",""
"8182","16","Santos","Marcos Leonardo","24",""
"8182","16","Santos","Marcos Leonardo","81",""
"8182","16","Botafogo-RJ","Tiquinho Soares","84",""
"8184","16","Athletico-PR","Vitor Bueno","80","Penalty"
"8184","16","Athletico-PR","Christian Roberto Alves Cardoso","71",""
"8185","16","Coritiba","Robson Fernandes","24","Penalty"
"8185","16","Coritiba","Diogo de Oliveira Barbosa","28",""
"8186","17","Fluminense","Germán Cano","77",""
"8187","17","Cruzeiro","Arthur Gomes","37",""
"8187","17","Athletico-PR","Madson","41",""
"8187","17","Cruzeiro","Wesley Ribeiro Silva","82",""
"8187","17","Athletico-PR","Pablo Felipe Teixeira","78",""
"8187","17","Athletico-PR","Fernandinho","87","Penalty"
"8187","17","Cruzeiro","Arthur Gomes","8",""
"8188","17","Cuiaba","Deyverson","88",""
"8188","17","Internacional","Fabricio Bustos","16",""
"8188","17","Cuiaba","Raniele","44",""
"8190","17","Bragantino","Luan Cândido","23",""
"8190","17","Bragantino","Bruno Gonçalves","69",""
"8190","17","Bragantino","Thiago Borbas","90+2",""
"8189","17","Corinthians","Róger Guedes","73","Penalty"
"8189","17","Corinthians","Maycon de Andrade Barberan","19",""
"8189","17","Corinthians","Yuri Alberto","62",""
"8189","17","Vasco","Gabriel Pec","71",""
"8191","17","Flamengo","Giorgian De Arrascaeta","80",""
"8191","17","Flamengo","Wesley França","87",""
"8191","17","Atletico-MG","Paulinho","33",""
"8193","17","Palmeiras","Rony","26",""
"8193","17","Palmeiras","Rony","59",""
"8193","17","America-MG","Nicolas","38",""
"8193","17","Palmeiras","Artur Victor Guimarães","53",""
"8193","17","Palmeiras","Murilo Cerqueira","18",""
"8194","17","Botafogo-RJ","Gustavo Sauer","45+3",""
"8194","17","Botafogo-RJ","Tiquinho Soares","36",""
"8194","17","Botafogo-RJ","Tiquinho Soares","51",""
"8194","17","Botafogo-RJ","Gustavo Sauer","3",""
"8194","17","Coritiba","Bruno Gomes","9",""
"8195","17","Goias","Matheus Babi","77",""
"8195","17","Gremio","André Henrique","90+3",""
"8196","18","Santos","Marcos Leonardo","90+6","Penalty"
"8196","18","Athletico-PR","Pablo Felipe Teixeira","30",""
"8197","18","Goias","Tobias Figueiredo","53","Gol Contra"
"8198","18","Internacional","Luiz Adriano","90+9",""
"8198","18","Corinthians","Renato Augusto","13",""
"8198","18","Corinthians","Fábio Santos","86","Penalty"
"8198","18","Internacional","Bruno Henrique Corsini","17",""
"8199","18","Fluminense","John Kennedy","59",""
"8199","18","Fluminense","Jhon Arias","15","Penalty"
"8199","18","Palmeiras","Gustavo Gómez","90+6",""
"8200","18","Vasco","Pablo Vegetti","80",""
"8201","18","Atletico-MG","Cristian Pavón","69","Penalty"
"8201","18","Atletico-MG","Hulk","4",""
"8202","18","Bragantino","Marcos Vinicios","19",""
"8203","18","Bahia","Cauly","60",""
"8203","18","Bahia","Rafael Ratão","69",""
"8203","18","America-MG","Gonzalo Mastriani","52",""
"8203","18","Bahia","Everaldo Stum","26",""
"8205","18","Cuiaba","Clayson","54",""
"8205","18","Cuiaba","Deyverson","80",""
"8205","18","Cuiaba","Matheus Alexandre Anastácio de Souza","46",""
"8206","19","Internacional","Maurício Magalhães Prado","18",""
"8206","19","Botafogo-RJ","João Victor Santos Sá","55",""
"8206","19","Botafogo-RJ","Nicolás Hernández","58","Gol Contra"
"8206","19","Botafogo-RJ","Luis Henrique","73",""
"8207","19","Atletico-MG","Paulinho","49",""
"8208","19","Goias","Lucas Halter","34",""
"8210","19","Fluminense","Germán Cano","19",""
"8210","19","Gremio","João Paulo Bitello","25",""
"8210","19","Gremio","Aldemir Ferreira","45+1",""
"8209","19","Corinthians","Yuri Alberto","54",""
"8209","19","Corinthians","Wesley Gassova","67",""
"8209","19","Corinthians","Carlos Gilberto do Nascimento Silva","51",""
"8209","19","Coritiba","Murillo","28","Gol Contra"
"8211","19","Fortaleza","João Basso","80","Gol Contra"
"8211","19","Fortaleza","Imanol Machuca","58",""
"8211","19","Fortaleza","Caio Alexandre","83",""
"8211","19","Fortaleza","Bruno Pacheco","90+1",""
"8212","19","Sao Paulo","Lucas Moura","38",""
"8212","19","Flamengo","Pedro","90+6","Penalty"
"8213","19","Palmeiras","José Manuel Alberto López","90+6",""
"8214","19","Vasco","Pablo Vegetti","32","Penalty"
"8214","19","Bragantino","Gustavinho","45+8",""
"8215","19","Athletico-PR","Bruno Zapelli","82",""
"8215","19","Athletico-PR","Agustín Canobbio","45",""
"8217","20","Fortaleza","Thiago Galhardo","13","Penalty"
"8218","20","Palmeiras","Raphael Cavalcante Veiga","31",""
"8218","20","Palmeiras","Richard Ríos","66",""
"8219","20","Fluminense","Germán Cano","65",""
"8219","20","Fluminense","Jhon Arias","89",""
"8219","20","America-MG","Felipe Azevedo","52",""
"8219","20","Fluminense","John Kennedy","58",""
"8220","20","Corinthians","Gustavo Mosquito","90+8",""
"8220","20","Cruzeiro","Rafael Elias","45",""
"8221","20","Vasco","Sergio Antonio De Luiz Junior","5",""
"8223","20","Bahia","Cauly","84",""
"8223","20","Bahia","Julio Cesar de Rezende Miranda","9",""
"8223","20","Bahia","Vitor Hugo Franchescoli de Souza","38",""
"8223","20","Bahia","Vinicius Mingotti","60",""
"8224","20","Santos","Marcos Leonardo","63",""
"8224","20","Santos","Julio Furch","90",""
"8224","20","Gremio","Franco Cristaldo","46",""
"8222","20","Coritiba","Robson Fernandes","15","Penalty"
"8222","20","Flamengo","Gerson Santos da Silva","90+4",""
"8222","20","Flamengo","Gabriel Barbosa","19","Penalty"
"8222","20","Coritiba","Edu","46",""
"8222","20","Flamengo","Giorgian De Arrascaeta","31",""
"8225","20","Goias","Alesson","81",""
"8225","20","Athletico-PR","Vitor Roque","39",""
"8227","21","Goias","Guilherme","59","Penalty"
"8227","21","Corinthians","Maycon de Andrade Barberan","82",""
"8228","21","Bragantino","Talisson de Almeida","83",""
"8228","21","Bragantino","Thiago Borbas","55",""
"8229","21","Botafogo-RJ","Diego Costa","4",""
"8229","21","Botafogo-RJ","Diego Costa","52",""
"8229","21","Botafogo-RJ","Luis Henrique","76",""
"8231","21","Sao Paulo","Alexandre Pato","81",""
"8231","21","America-MG","Gonzalo Mastriani","61",""
"8231","21","America-MG","Rodrigo Varanda","90",""
